,,,,,,,,,
"Прайс Promodelsport",,,,,,,,,
,,,,,,,,,
"Вид номенклатуры",,,"Производитель","Артикул ",,"Номенклатура","Цена: Дилер (USD)","Цена: Опт (USD)","Цена: Розница (UAH)"
"Автомобили",,,"Traxxas","53097-1 Blue",,"Автомобиль Traxxas Revo 3,3 Nitro Monster 1:10 RTR 525 мм 4WD 2,4 ГГц (53097-1 Blue)","550,00","580,00","18 990,00"
"Автомобили",,,"Traxxas","53097-1 Green",,"Автомобиль Traxxas Revo 3,3 Nitro Monster 1:10 RTR 525 мм 4WD 2,4 ГГц (53097-1 Green)","550,00","580,00","18 990,00"
"Автомобили",,,"Traxxas","53097-1 Silver",,"Автомобиль Traxxas Revo 3,3 Nitro Monster 1:10 RTR 525 мм 4WD 2,4 ГГц (53097-1 Silver)","550,00","580,00","18 990,00"
"Автомобили",,,"Traxxas","44094-1 Blue",,"Автомобиль Traxxas Rustler 2,5 Nitro Stadium Truck 1:10 RTR 438 мм 2WD 2,4 ГГц (44094-1 Blue)","330,00","350,00","11 690,00"
"Автомобили",,,"Traxxas","44094-1 Red",,"Автомобиль Traxxas Rustler 2,5 Nitro Stadium Truck 1:10 RTR 438 мм 2WD 2,4 ГГц (44094-1 Red)","330,00","350,00","11 690,00"
"Автомобили",,,"Traxxas","44094-1 SBL",,"Автомобиль Traxxas Rustler 2,5 Nitro Stadium Truck 1:10 RTR 438 мм 2WD 2,4 ГГц (44094-1 SBL)","330,00","350,00","11 690,00"
"Автомобили",,,"Traxxas","44094-1 SR",,"Автомобиль Traxxas Rustler 2,5 Nitro Stadium Truck 1:10 RTR 438 мм 2WD 2,4 ГГц (44094-1 SR)","330,00","350,00","11 690,00"
"Автомобили",,,"Traxxas","37054-1 Black",,"Автомобиль Traxxas Rustler XL-5 Stadium Truck 1:10 RTR 445 мм 2WD 2,4 ГГц (37054-1 Black)","230,00","250,00","8 090,00"
"Автомобили",,,"Traxxas","37054-1 Blue",,"Автомобиль Traxxas Rustler XL-5 Stadium Truck 1:10 RTR 445 мм 2WD 2,4 ГГц (37054-1 Blue)","230,00","250,00","8 090,00"
"Автомобили",,,"Traxxas","36064-1 Blue",,"Автомобиль Traxxas Skully 1:10 RTR 413 мм 2WD 2,4 ГГц (36064-1 Blue)","200,00","230,00","7 090,00"
"Автомобили",,,"Traxxas","36064-1 Green",,"Автомобиль Traxxas Skully 1:10 RTR 413 мм 2WD 2,4 ГГц (36064-1 Green)","200,00","230,00","7 090,00"
"Автомобили",,,"Traxxas","68077-1 Black",,"Автомобиль Traxxas Slash 4x4 Ultimate Brushless Short Course 1:10 RTR 568 мм 4WD 2,4 ГГц (68077-1 Black)","550,00","580,00","18 990,00"
"Автомобили",,,"Traxxas","58044-1 Black",,"Автомобиль Traxxas Slash Dakar Short Course 1:10 RTR 568 мм 2WD 2,4 ГГц (58044-1 Black)","255,00","280,00","9 190,00"
"Автомобили",,,"Traxxas","58044-1 Orange",,"Автомобиль Traxxas Slash Dakar Short Course 1:10 RTR 568 мм 2WD 2,4 ГГц (58044-1 Orange)","255,00","280,00","9 190,00"
"Автомобили",,,"Traxxas","58034-2 Black",,"Автомобиль Traxxas Slash Short Course 1:10 RTR 568 мм OBA 2WD 2,4 ГГц (58034-2 Black)","290,00","320,00","10 190,00"
"Автомобили",,,"Traxxas","58034-2 Blue",,"Автомобиль Traxxas Slash Short Course 1:10 RTR 568 мм OBA 2WD 2,4 ГГц (58034-2 Blue)","290,00","320,00","10 190,00"
"Автомобили",,,"Traxxas","58034-2 Red",,"Автомобиль Traxxas Slash Short Course 1:10 RTR 568 мм OBA 2WD 2,4 ГГц (58034-2 Red)","290,00","320,00","10 190,00"
"Автомобили",,,"Traxxas","58034-2 White",,"Автомобиль Traxxas Slash Short Course 1:10 RTR 568 мм OBA 2WD 2,4 ГГц (58034-2 White)","290,00","320,00","10 190,00"
"Автомобили",,,"Traxxas","59076-1 Black",,"Автомобиль Traxxas Slayer Pro Nitro Short Course 1:10 RTR 598 мм 4WD 2,4 ГГц (59076-1 Black)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","59076-1 Red",,"Автомобиль Traxxas Slayer Pro Nitro Short Course 1:10 RTR 598 мм 4WD 2,4 ГГц (59076-1 Red)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","59076-1 SB",,"Автомобиль Traxxas Slayer Pro Nitro Short Course 1:10 RTR 598 мм 4WD 2,4 ГГц (59076-1 SB)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","59076-1 Silver",,"Автомобиль Traxxas Slayer Pro Nitro Short Course 1:10 RTR 598 мм 4WD 2,4 ГГц (59076-1 Silver)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","67086-1 Red",,"Автомобиль Traxxas Stampede Brushless Monster 1:10 RTR 500 мм 4WD 2,4 ГГц (67086-1 Red)","400,00","420,00","14 190,00"
"Автомобили",,,"Traxxas","67086-1 Silver",,"Автомобиль Traxxas Stampede Brushless Monster 1:10 RTR 500 мм 4WD 2,4 ГГц (67086-1 Silver)","400,00","420,00","14 190,00"
"Автомобили",,,"Traxxas","67054-1 Black",,"Автомобиль Traxxas Stampede Monster 1:10 RTR 397 мм 4WD 2,4 ГГц (67054-1 Black)","310,00","320,00","10 690,00"
"Автомобили",,,"Traxxas","67054-1 Silver",,"Автомобиль Traxxas Stampede Monster 1:10 RTR 397 мм 4WD 2,4 ГГц (67054-1 Silver)","310,00","320,00","10 690,00"
"Автомобили",,,"Traxxas","36054-1 Blue",,"Автомобиль Traxxas Stampede XL-5 Monster 1:10 RTR 413 мм 2WD 2,4 ГГц (36054-1 Blue)","230,00","250,00","8 090,00"
"Автомобили",,,"Traxxas","36054-1 Red",,"Автомобиль Traxxas Stampede XL-5 Monster 1:10 RTR 413 мм 2WD 2,4 ГГц (36054-1 Red)","230,00","250,00","8 090,00"
"Автомобили",,,"Traxxas","56076-1 Black",,"Автомобиль Traxxas Summit Monster 1:10 RTR 563 мм 4WD 2,4 ГГц (56076-1 Black)","590,00","620,00","19 990,00"
"Автомобили",,,"Traxxas","56076-1 Blue",,"Автомобиль Traxxas Summit Monster 1:10 RTR 563 мм 4WD 2,4 ГГц (56076-1 Blue)","590,00","620,00","19 990,00"
"Автомобили",,,"Traxxas","72074-1 Blue",,"Автомобиль Traxxas Summit VXL Brushless Monster 1:16 RTR 320 мм 4WD 2,4 ГГц (72074-1 Blue)","340,00","370,00","11 190,00"
"Автомобили",,,"Traxxas","72074-1 Yellow",,"Автомобиль Traxxas Summit VXL Brushless Monster 1:16 RTR 320 мм 4WD 2,4 ГГц (72074-1 Yellow)","340,00","370,00","11 190,00"
"Автомобили",,,"Traxxas","49077 Black",,"Автомобиль Traxxas T-Maxx 3,3 Nitro Monster 1:10 RTR 539 мм 4WD 2,4 ГГц (49077 Black)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","49077 Blue",,"Автомобиль Traxxas T-Maxx 3,3 Nitro Monster 1:10 RTR 539 мм 4WD 2,4 ГГц (49077 Blue)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","49077 Red",,"Автомобиль Traxxas T-Maxx 3,3 Nitro Monster 1:10 RTR 539 мм 4WD 2,4 ГГц (49077 Red)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","49077 White",,"Автомобиль Traxxas T-Maxx 3,3 Nitro Monster 1:10 RTR 539 мм 4WD 2,4 ГГц (49077 White)","430,00","450,00","15 190,00"
"Автомобили",,,"Traxxas","67044-1 Blue",,"Автомобиль Traxxas Telluride Monster 1:10 RTR 425 мм 4WD 2,4 ГГц (67044-1 Blue)","310,00","320,00","10 690,00"
"Автомобили",,,"Traxxas","67044-1 Green",,"Автомобиль Traxxas Telluride Monster 1:10 RTR 425 мм 4WD 2,4 ГГц (67044-1 Green)","310,00","320,00","10 690,00"
"Автомобили",,,"Traxxas","67044-1 Orange",,"Автомобиль Traxxas Telluride Monster 1:10 RTR 425 мм 4WD 2,4 ГГц (67044-1 Orange)","310,00","320,00","10 690,00"
"Автомобили",,,"Traxxas","64077 Black",,"Автомобиль Traxxas XO-1 Brushless 1:7 RTR 686 мм 4WD 2,4 ГГц (64077 Black)","650,00","680,00","22 790,00"
"Автомобили",,,"Traxxas","64077 Blue",,"Автомобиль Traxxas XO-1 Brushless 1:7 RTR 686 мм 4WD 2,4 ГГц (64077 Blue)","650,00","680,00","22 790,00"
"Автомобили",,,"Traxxas","64077 Red",,"Автомобиль Traxxas XO-1 Brushless 1:7 RTR 686 мм 4WD 2,4 ГГц (64077 Red)","650,00","680,00","22 790,00"
"Автомобили",,,"Traxxas","37076-1 Black",,"Автомобить Traxxas Rustler VLX Brushless Stadium Truck 1:10 RTR 445 мм 2WD 2,4 ГГц (37076-1 Black)","340,00","360,00","11 890,00"
"Автомобили",,,"Traxxas","37076-1 Blue",,"Автомобить Traxxas Rustler VLX Brushless Stadium Truck 1:10 RTR 445 мм 2WD 2,4 ГГц (37076-1 Blue)","340,00","360,00","11 890,00"
"Автомобили",,,"Traxxas","37076-1 Red",,"Автомобить Traxxas Rustler VLX Brushless Stadium Truck 1:10 RTR 445 мм 2WD 2,4 ГГц (37076-1 Red)","340,00","360,00","11 890,00"
"Автомобили",,,"Traxxas","37076-1 Silver",,"Автомобить Traxxas Rustler VLX Brushless Stadium Truck 1:10 RTR 445 мм 2WD 2,4 ГГц (37076-1 Silver)","340,00","360,00","11 890,00"
"Автомобили",,,"Vaterra","VTR03028",,"Автомобиль Vaterra 1968 Ford V100-S 1:10 RTR 4WD 371 мм 2,4 ГГц (VTR03028)","260,00","280,00","8 690,00"
"Автомобили",,,"Vaterra","VTR03022",,"Автомобиль Vaterra 1969 Custom Corvette V100-S 1:10 4WD RTR 371 мм Spektrum DX2E 2,4 ГГц (VTR03022)","260,00","280,00","8 790,00"
"Автомобили",,,"Vaterra","VTR03007",,"Автомобиль Vaterra 2012 Chevrolet Camaro ZL1 V100-S 1:10 4WD RTR 371 мм Spektrum DX2E 2,4 ГГц (VTR03007)","240,00","260,00","8 290,00"
"Автомобили",,,"Vaterra","VTR03042",,"Автомобиль Vaterra 2012 CHP Chevrolet Camaro ZL1 V100-S 1:10 4WD RTR 371 мм Spektrum DX2E 2,4 ГГц (VTR03042)","270,00","290,00","8 990,00"
"Автомобили",,,"Vaterra","VTR03005",,"Автомобиль Vaterra 2012 Nissan GT-R Nismo GT3 V100-C 1:10 4WD RTR 371 мм Spektrum DX2E 2,4 ГГц (VTR03005)","250,00","270,00","8 490,00"
"Автомобили",,,"Vaterra","VTR03011",,"Автомобиль Vaterra 2014 Chevrolet Corvette V100-S 1:10 4WD RTR 371 мм Spektrum DX2E 2,4 ГГц (VTR03011)","260,00","280,00","8 790,00"
"Автомобили",,,"Vaterra","VTR03054",,"Автомобиль Vaterra 2015 Ford Mustang V100-S 1:10 4WD RTR 371 мм Spektrum DX2E 2,4 ГГц (VTR03054)","260,00","280,00","8 790,00"
"Автомобили",,,"Vaterra","VTR01013",,"Автомобиль Vaterra Slickrock 1:18 Rock Crawler RTR 305 мм 4WD Spektrum DX2E 2,4 ГГц (VTR01013)","240,00","250,00","8 090,00"
"Автомобили",,,"Vaterra","VTR03013",,"Автомобиль Vaterra Twin Hammers 1.9 Rock Racer 1:10 RTR 457 мм 4WD 2,4 ГГц (VTR03013)","390,00","430,00","12 690,00"
"Автомобильные корпуса и кузова",,,"Fei Lun","FC079-2-1",,"Корпус Fei Lun Super Speed Mini RTR (FC079-2-1)","1,50","2,00","79,00"
"Автомобильные корпуса и кузова",,,"Fei Lun","FC079-2",,"Корпус Fei Lun Super Speed Mini RTR (FC079-2)","1,50","2,00","79,00"
"Автомобильные корпуса и кузова",,,"Thunder Tiger","PD7397-G",,"Корпус Thunder Tiger eMTA (PD7397-G)","30,00","35,00","1 190,00"
"Автомобильные корпуса и кузова",,,"Thunder Tiger","PD7397-R",,"Корпус Thunder Tiger eMTA (PD7397-R)","30,00","35,00","1 190,00"
"Автомобильные корпуса и кузова",,,"Thunder Tiger","PD7397-Y",,"Корпус Thunder Tiger eMTA (PD7397-Y)","30,00","35,00","1 190,00"
"Автомобильные корпуса и кузова",,,"TLR","TLR240004",,"TLR Корпус неокрашенный 8IGHT-E 3.0 (TLR240004)","27,60","29,58","1 090,00"
"Автомобильные корпуса и кузова",,,"Traxxas",2418,,"Traxxas Корпус Bandit (2418)","22,00","25,30","890,00"
"Автомобильные корпуса и кузова",,,"WL Toys","L979-06",,"WLtoys Корпус Pathfinder Truck L979 Blue (L979-06)","10,00","10,50","390,00"
"Автомобильные корпуса и кузова",,,"WL Toys","L979-05",,"WLtoys Корпус Pathfinder Truck L979 Silver (L979-05)","10,00","10,50","390,00"
"Автомобильные корпуса и кузова",,,"WL Toys","L969-13",,"Корпус WLToys Terminator Truck (L969-13)","8,50","9,00","390,00"
"Автомобильные корпуса и кузова",,,"WL Toys","L969-14",,"Корпус WLToys Terminator Truck (L969-14)","8,50","9,00","390,00"
"Автомобильные корпуса и кузова",,,"WL Toys","L929-01",,"Корпус автомобиля WLToys (L929-01)","2,00","2,50","190,00"
"Автомобильные корпуса и кузова",,,"WL Toys","L939-01B",,"Корпус автомобиля WLToys (L939-01B)","3,00","3,50","190,00"
"Автомобильные корпуса и кузова",,,"WL Toys","L939-01R",,"Корпус автомобиля WLToys (L939-01R)","3,00","3,50","190,00"
"Аккумуляторы",,,"Blade","BLH8619",,"Аккумулятор Blade Chroma Li-PO 11,1 В 6300 мАч (BLH8619)","110,00","120,00","3 790,00"
"Аккумуляторы",,,"BSD Racing","BS803-028",,"Аккумулятор BSD Racing Li-PO 7,4 В 3200 мАч 20C (BS803-028)","18,00","20,00","790,00"
"Аккумуляторы",,,"BSD Racing","BS501-053",,"Аккумулятор BSD Racing Li-PO 7,4 В 5000 мАч 25C (BS501-053)","22,00","24,00","990,00"
"Аккумуляторы",,,"BSD Racing","BS701-036A",,"Аккумулятор BSD Racing Ni-MH 7,2 В 2100 мАч (BS701-036A)","15,00","18,00","590,00"
"Аккумуляторы",,,"Duracell","Duracell AAA LR03",,"Батарейка Duracell 1,5 В Duralock AAA LR03","0,48","0,51","17,00"
"Аккумуляторы",,,"Duracell","Duracell AA LR6",,"Батарейка Duracell 1,5 В Turbo Max AA LR6","0,48","0,51","17,00"
"Аккумуляторы",,,"Dynamite","DYNB0107",,"Аккумулятор Dynamite Li-Ion 3,7 В 650 мАч (DYNB0107)","5,70","6,00","290,00"
"Аккумуляторы",,,"Dynamite","DYN1460",,"Аккумулятор Dynamite Ni-MH 6 В 1700 мАч 5С (DYN1460)","18,00","20,00","690,00"
"Аккумуляторы",,,"Dynamite","DYN1472",,"Аккумулятор Dynamite Ni-MH 7,2 В 1200 мАч (DYN1472)","14,00","15,00","590,00"
"Аккумуляторы",,,"Dynamite","DYN1471",,"Аккумулятор Dynamite Ni-MH 7,2 В 1750 мАч (DYN1471)","18,50","23,00","790,00"
"Аккумуляторы",,,"Dynamite","DYNB0104",,"Аккумулятор Dynamite Ni-MH 7,2 В 260 мАч Flat (DYNB0104)","7,80","8,58","290,00"
"Аккумуляторы",,,"Dynamite","DYN1070",,"Аккумулятор Dynamite Ni-MH 7,2 В 3300 мАч 6C (DYN1070)","29,00","34,00","1 190,00"
"Аккумуляторы",,,"Dynamite","DYN1070EC",,"Аккумулятор Dynamite Ni-MH 7,2 В 3300 мАч EC3 (DYN1070EC)","29,00","34,00","1 190,00"
"Аккумуляторы",,,"Dynamite","DYN1090",,"Аккумулятор Dynamite Ni-MH 7,2 В 5100 мАч (DYN1090)","49,00","55,00","1 790,00"
"Аккумуляторы",,,"Dynamite","DYN1090EC",,"Аккумулятор Dynamite Ni-MH 7,2 В 5100 мАч EC3 (DYN1090EC)","49,00","55,00","1 790,00"
"Аккумуляторы",,,"E-flite","EFLB1501S25",,"Аккумулятор E-Flite Li-PO 3,7 В 150 мАч 25C (EFLB1501S25)","5,00","6,00","290,00"
"Аккумуляторы",,,"E-flite","EFLB1501S45",,"Аккумулятор E-Flite Li-PO 3,7 В 150 мАч 45C (EFLB1501S45)","6,00","7,00","290,00"
"Аккумуляторы",,,"E-flite","EFLB2001S30",,"Аккумулятор E-flite Li-PO 3,7 В 200 мАч 30С (EFLB2001S30)","7,00","8,00","390,00"
"Аккумуляторы",,,"E-flite","EFLB5001S25",,"Аккумулятор E-Flite Li-PO 3,7 В 500 мАч 25C (EFLB5001S25)","8,00","9,00","390,00"
"Аккумуляторы",,,"E-flite","EFLB5001S25UM",,"Аккумулятор E-flite Li-PO 3,7 В 500 мАч 25С (EFLB5001S25UM)","11,00","12,00","490,00"
"Аккумуляторы",,,"ECX","ECX11006",,"Аккумулятор ECX Outburst Li-Po 3,7 В 120 мАч (ECX11006)","8,00","9,00","390,00"
"Аккумуляторы",,,"Fei Lun","FC079-6",,"Аккумулятор Fei Lun Li-PO 3,7 В 70 мАч (FC079-6)","4,00","4,50","190,00"
"Аккумуляторы",,,"FMS","FO203",,"Аккумулятор FMS Li-PO 7,4 В 1000 мАч 15C (FO203)","10,40","11,44","390,00"
"Аккумуляторы",,,"Fullymax","JY68750-17",,"Аккумулятор Fullymax Li-PO 3,7 В 240 мАч (JY68750-17)","4,00","4,50","190,00"
"Аккумуляторы",,,"Fullymax","FB3250HP-2S1P-C-WB 7.4V",,"Аккумулятор Fullymax Li-PO 7,4 В 3250 мАч 25C (FB3250HP-2S1P-C-WB 7.4V)","21,39","23,52","890,00"
"Аккумуляторы",,,"Gens Ace","B-25C-1000-3S1P",,"Аккумулятор Gens Ace Li-PO 11,1 В 1000 мАч 25C (B-25C-1000-3S1P)","10,50","12,00","490,00"
"Аккумуляторы",,,"Gens Ace","B-40C-1200-3S1P",,"Аккумулятор Gens Ace Li-PO 11,1 В 1200 мАч 40C (B-40C-1200-3S1P)","14,00","15,00","590,00"
"Аккумуляторы",,,"Gens Ace","B-25C-2200-3S1P",,"Аккумулятор Gens Ace Li-PO 11,1 В 2200 мАч 25C (B-25C-2200-3S1P)","19,00","21,00","890,00"
"Аккумуляторы",,,"Gens Ace","B-25C-3300-3S1P",,"Аккумулятор Gens Ace Li-PO 11,1 В 3300 мАч 25C (B-25C-3300-3S1P)","38,00","42,00","1 490,00"
"Аккумуляторы",,,"Gens Ace","B-25C-3800-3S1P",,"Аккумулятор Gens Ace Li-PO 11,1 В 3800 мАч 3S1P 25C (B-25C-3800-3S1P)","34,00","38,00","1 290,00"
"Аккумуляторы",,,"Gens Ace","B-20C-800-3S1P",,"Аккумулятор Gens Ace Li-PO 11,1 В 800 мАч 20C (B-20C-800-3S1P)","9,00","10,00","390,00"
"Аккумуляторы",,,"Gens Ace","B-25C-2600-3S1P",,"Аккумулятор Gens Ace Li-PO 11.1 В 2600 мАч 3S1P 25C (B-25C-2600-3S1P)","24,00","26,00","1 090,00"
"Аккумуляторы",,,"Gens Ace","B-30C-2200-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 2200 мАч 30C (B-30C-2200-4S1P)","25,00","26,00","990,00"
"Аккумуляторы",,,"Gens Ace","B-25C-2500-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 2500 мАч 25C (B-25C-2500-4S1P)","36,00","39,00","1 390,00"
"Аккумуляторы",,,"Gens Ace","B-35C-2700-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 2700 мАч 35C (B-35C-2700-4S1P)","43,00","46,00","1 690,00"
"Аккумуляторы",,,"Gens Ace","B-35C-3000-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 3000 мАч 35C (B-35C-3000-4S1P)","45,00","47,00","1 790,00"
"Аккумуляторы",,,"Gens Ace","B-25C-3300-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 3300 мАч 25C (B-25C-3300-4S1P)","45,00","47,00","1 790,00"
"Аккумуляторы",,,"Gens Ace","B-25C-4000-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 4000 мАч 25C (B-25C-4000-4S1P)","53,00","57,00","2 090,00"
"Аккумуляторы",,,"Gens Ace","B-60C-4000-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 4000 мАч 60C (B-60C-4000-4S1P)","68,00","73,00","2 490,00"
"Аккумуляторы",,,"Gens Ace","B-40C-5000-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 5000 мАч 40C (B-40C-5000-4S1P)","55,00","58,00","2 090,00"
"Аккумуляторы",,,"Gens Ace","B-25C-5500-4S1P",,"Аккумулятор Gens Ace Li-PO 14,8 В 5500 мАч 25C (B-25C-5500-4S1P)","65,00","80,00","2 590,00"
"Аккумуляторы",,,"Gens Ace","B-25C-2600-6S1P",,"Аккумулятор Gens Ace Li-PO 22,2 В 2600 мАч 25C (B-25C-2600-6S1P)","50,00","55,00","1 890,00"
"Аккумуляторы",,,"Gens Ace","B-30C-4000-6S1P",,"Аккумулятор Gens Ace Li-PO 22,2 В 4000 мАч 30C (B-30C-4000-6S1P)","75,00","76,00","2 690,00"
"Аккумуляторы",,,"Gens Ace","B-45C-5000-6S1P",,"Аккумулятор Gens Ace Li-PO 22,2 В 5000 мАч 45C (B-45C-5000-6S1P)","100,00","110,00","3 790,00"
"Аккумуляторы",,,"Gens Ace","B-45C-5800-6S1P",,"Аккумулятор Gens Ace Li-PO 22,2 В 5800 мАч 45C (B-45C-5800-6S1P)","135,00","145,00","5 090,00"
"Аккумуляторы",,,"Gens Ace","B-25C-1000-2S1P",,"Аккумулятор Gens Ace Li-PO 7,4 В 1000 мАч 25C (B-25C-1000-2S1P)","7,50","8,00","390,00"
"Аккумуляторы",,,"Gens Ace","B-25C-1300-2S1P",,"Аккумулятор Gens Ace Li-PO 7,4 В 1300 мАч 25C (B-25C-1300-2S1P)","10,50","12,00","490,00"
"Аккумуляторы",,,"Gens Ace","B-25C-3800-2S1P",,"Аккумулятор Gens Ace Li-PO 7,4 В 3800 мАч 25C (B-25C-3800-2S1P)","20,00","22,00","790,00"
"Аккумуляторы",,,"Gens Ace","B-30C-4000-2S1P-HC-9",,"Аккумулятор Gens Ace Li-PO 7,4 В 4000 мАч 30C (B-30C-4000-2S1P-HC-9)","24,00","25,00","890,00"
"Аккумуляторы",,,"Gens Ace","B-25C-450-2S1P",,"Аккумулятор Gens Ace Li-PO 7,4 В 450 мАч 25C (B-25C-450-2S1P)","7,00","7,50","290,00"
"Аккумуляторы",,,"Gens Ace","B-30C-5300-2S1P-HC-10",,"Аккумулятор Gens Ace Li-PO 7,4 В 5300 мАч 30C (B-30C-5300-2S1P-HC-10)","38,00","45,00","1 490,00"
